Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Groenhoven;864;;1103 NB;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 175,000;Kosten koper;€ 3,241;€ 201,000;€ 3,722;  ;;nee;26-2-2019;2-4-2019;;3-6-2019;2-4-2019;2-4-2019;1-8-2019;;;36;54;173;;;;5;;1976;2;1;Appartement;;portiekflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Soesterberghof;83;;1107 GR;AMSTERDAM;AVT Makelaars B.V. ;020-3144469;In verkoop genomen;€ 175,000;Kosten koper;€ 2,917;€ 202,500;€ 3,375;  ;;nee;5-3-2019;27-3-2019;5-4-2019;1-8-2019;27-3-2019;27-3-2019;13-5-2019;;;23;60;174;;;5;7;;1981;2;1;Appartement;;portiekflat;;;;C;;6-4-2021;Verkocht;;direct;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Barbusselaan;134;;1102 TZ;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 175,000;Kosten koper;€ 4,167;€ 200,000;€ 4,762;  ;;nee;19-3-2019;12-4-2019;;27-5-2019;12-4-2019;12-4-2019;27-5-2019;;;25;42;130;;;;11;;1984;2;1;Appartement;;portiekflat;;;;;;;Verkocht;;direct;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Langswater;360;;1069 EC;AMSTERDAM;De Makelaers B.V. ;020 215 6 215;In verkoop genomen;€ 175,000;Kosten koper;€ 2,869;€ 195,000;€ 3,197;  ;;nee;21-3-2019;23-4-2019;;28-5-2019;5-4-2019;5-4-2019;24-6-2019;;;16;61;199;;;5;7;;;3;2;Appartement;;galerijflat;;;;D;;26-12-2028;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Dwarswatering;34;;1069 RM;AMSTERDAM;Your Home Makelaardij ;020-3706020;In verkoop genomen;€ 175,000;Kosten koper;€ 4,070;€ 188,000;€ 4,372;  ;;nee;27-3-2019;16-4-2019;;27-6-2019;16-4-2019;16-4-2019;28-5-2019;;;21;43;125;;;6;3;;;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Poederooienstraat;83;;1106 CG;AMSTERDAM;Makelaarsland B.V. ;088-2002000;In verkoop genomen;€ 175,000;Kosten koper;€ 4,375;€ 177,500;€ 4,438;  ;;nee;27-3-2019;30-7-2019;;26-7-2019;3-7-2019;3-7-2019;30-7-2019;;;99;40;120;;;5;;;1983;2;1;Appartement;;benedenwoning;;;;B;;17-11-2025;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Langswater;315;;1069 EC;AMSTERDAM;ERA Van De Steege ;020-6100151;In verkoop genomen;€ 175,000;Kosten koper;€ 2,917;€ 209,000;€ 3,483;  ;;nee;3-4-2019;23-4-2019;;29-5-2019;23-4-2019;23-4-2019;4-6-2019;;;21;60;150;;;5;7;;1966;3;2;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kloekhorststraat;79;;1104 MK;AMSTERDAM;Collectief Makelaars ;020-5356868;In verkoop genomen;€ 175,000;Kosten koper;€ 3,889;€ 180,000;€ 4,000;  ;;nee;10-4-2019;8-7-2019;;22-8-2019;8-7-2019;8-7-2019;22-8-2019;;;90;45;80;;;4;2;;1984;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;direct;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ruiseveenpad;72;;1106 AN;AMSTERDAM;Vos Makelaardij o.g. ;020-4965345;In verkoop genomen;€ 175,000;Kosten koper;€ 2,966;€ 203,000;€ 3,441;  ;;nee;12-4-2019;8-5-2019;3-6-2019;4-6-2019;2-5-2019;2-5-2019;13-6-2019;;;21;59;175;;;4;14;;1984;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Boris Pasternakstraat;371;;1102 TD;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 175,000;Kosten koper;€ 3,889;€ 200,000;€ 4,444;  ;;nee;17-4-2019;9-5-2019;;1-8-2019;9-5-2019;9-5-2019;1-8-2019;;;23;45;141;;;3;;;1984;2;1;Appartement;;bovenwoning;;;;B;1.22;3-12-2019;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wamelplein;126;;1106 DS;AMSTERDAM;Van Bruggen Adviesgroep Makelaardij ;0800-1800;In verkoop genomen;€ 175,000;Kosten koper;€ 3,017;€ 205,000;€ 3,534;  ;;nee;18-4-2019;;;17-6-2019;8-5-2019;8-5-2019;25-6-2019;;;21;58;182;;;4;10;;1983;2;1;Appartement;;portiekflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Van de Pollstraat;48;C;1064 PC;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 175,000;Kosten koper;€ 4,070;€ 203,000;€ 4,721;  ;;nee;25-4-2019;11-6-2019;11-6-2019;25-6-2019;13-5-2019;13-5-2019;12-7-2019;;;19;43;135;;;3;;;1986;2;1;Appartement;;bovenwoning;;;;B;;19-2-2025;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Langswater;354;;1069 EC;AMSTERDAM;Amstel Makelaardij o.g. ;020- 238 63 00;In verkoop genomen;€ 175,000;Kosten koper;€ 2,869;€ 190,800;€ 3,128;  ;;nee;29-4-2019;23-5-2019;;10-7-2019;20-5-2019;20-5-2019;15-7-2019;;;22;61;175;;;6;7;;1966;3;2;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stierstraat;8;1;1033 XM;AMSTERDAM;123makelaar ;020-6192930;In verkoop genomen;€ 175,000;Kosten koper;€ 3,182;€ 196,000;€ 3,564;  ;;nee;1-5-2019;11-6-2019;9-7-2019;15-7-2019;11-6-2019;11-6-2019;23-7-2019;;;42;55;172;;;;4;;1958;3;2;Appartement;;bovenwoning;;;;C;1.67;22-3-2029;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Groenhoven;256;;1103 LG;AMSTERDAM;Van Bruggen Adviesgroep Makelaardij ;0800-1800;In verkoop genomen;€ 175,000;Kosten koper;€ 3,365;€ 210,000;€ 4,038;  ;;nee;10-5-2019;6-6-2019;;31-7-2019;30-5-2019;30-5-2019;30-5-2019;;;21;52;172;;;;6;;1975;2;1;Appartement;;portiekflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Langswater;699;;1069 EG;AMSTERDAM;Makelaarskantoor Babs Persoons B.V. ;020-5205888;In verkoop genomen;€ 175,000;Kosten koper;€ 2,823;€ 216,500;€ 3,492;  ;;nee;15-5-2019;23-5-2019;;7-8-2019;3-6-2019;3-6-2019;2-8-2019;;;20;62;195;;;5;7;18;1966;4;2;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Chestertonlaan;80;;1102 ZA;AMSTERDAM;Makelaarsgroep Ameo, Diemen ;020-2420121;In verkoop genomen;€ 175,000;Kosten koper;€ 4,268;€ 187,500;€ 4,573;  ;;nee;17-5-2019;9-7-2019;16-7-2019;17-7-2019;18-6-2019;18-6-2019;13-8-2019;;;33;41;135;;;3;3;;1983;1;1;Appartement;;portiekflat;;;;B;;28-3-2029;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Chestertonlaan;102;;1102 ZA;AMSTERDAM;Makelaarsgroep Ameo, Diemen ;020-2420121;In verkoop genomen;€ 175,000;Kosten koper;€ 4,268;€ 185,000;€ 4,512;  ;;nee;22-5-2019;19-7-2019;2-8-2019;3-8-2019;5-7-2019;5-7-2019;2-8-2019;;;45;41;135;;;3;3;;1983;1;0;Appartement;;portiekflat;;;;B;;28-3-2029;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Langswater;439;;1069 ED;AMSTERDAM;Zelfverkopen.nl ;088-2350100;In verkoop genomen;€ 175,000;Kosten koper;€ 2,869;€ 208,800;€ 3,423;  ;;nee;24-5-2019;27-6-2019;;16-8-2019;21-6-2019;21-6-2019;16-8-2019;;;29;61;183;;;5;6;;1965;3;2;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Willem de Zwijgerlaan;334;C22;1055 RD;AMSTERDAM;MakelaarinAmsterdam ;020-8455878;In verkoop genomen;€ 175,000;Kosten koper;€ 5,147;€ 187,500;€ 5,515;  ;;nee;29-5-2019;25-6-2019;;8-8-2019;24-6-2019;24-6-2019;6-8-2019;;;27;34;122;;;;;;1959;1;0;Appartement;;bovenwoning;;;;E;;29-5-2029;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Groenhoven;849;;1103 NB;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 175,000;Kosten koper;€ 3,125;€ 180,000;€ 3,214;  ;;nee;5-6-2019;21-6-2019;;23-7-2019;21-6-2019;21-6-2019;19-7-2019;;;17;56;150;;;;6;;1974;2;1;Appartement;;portiekflat;;;;;;;Verkocht;;in overleg;0;€ 175,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Floraweg;79;;1032 XM;AMSTERDAM;Huisman & Hoogendoorn Makelaars o.z. ;020-2441588;In verkoop genomen;€ 179,000;Kosten koper;€ 5,114;€ 190,000;€ 5,429;  ;;nee;8-5-2019;13-6-2019;12-7-2019;13-7-2019;7-6-2019;7-6-2019;19-7-2019;;;31;35;104;;;13;;;1989;1;1;Appartement;;bovenwoning;;;;B;;19-11-2023;Verkocht;;in overleg;0;€ 179,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Reigersbos;176;;1107 ES;AMSTERDAM;WTM Makelaars Amsterdam ;020 - 4531500;In verkoop genomen;€ 179,500;Kosten koper;€ 3,149;€ 206,000;€ 3,614;  ;;nee;26-4-2019;21-5-2019;;28-6-2019;21-5-2019;21-5-2019;28-6-2019;;;26;57;165;;;5;14;;1984;2;1;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 179,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wamelstraat;67;;1106 DM;AMSTERDAM;Hollands Best Makelaars & Taxateurs ;020-6005205;In verkoop genomen;€ 179,500;Kosten koper;€ 3,452;€ 206,000;€ 3,962;  ;;nee;6-6-2019;;;13-8-2019;2-7-2019;2-7-2019;1-8-2019;;;27;52;142;;;4;11;;1982;2;1;Appartement;;bovenwoning;;;;C;1.39;7-12-2025;Verkocht;;in overleg;0;€ 179,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wamelstraat;20;;1106 DL;AMSTERDAM;Ritter Makelaardij ;020 3090135;In verkoop genomen;€ 180,000;Kosten koper;€ 2,951;€ 210,000;€ 3,443;  ;;nee;14-1-2019;18-1-2019;;12-6-2019;12-2-2019;12-2-2019;12-3-2019;;;30;61;215;;;3;;;;2;1;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 180,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kloekhorststraat;99;;1104 ML;AMSTERDAM;A&D Vastgoed ;020-7780187;In verkoop genomen;€ 180,000;Kosten koper;€ 3,750;€ 180,000;€ 3,750;  ;;nee;28-3-2019;17-4-2019;;2-6-2019;17-4-2019;17-4-2019;31-7-2019;;;21;48;148;;;3;2;;1984;3;2;Appartement;;portiekwoning;;;;;;;Verkocht;;in overleg;0;€ 180,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Toutenburgstraat;77;;1107 PW;AMSTERDAM;VLIEG Makelaars OG ;020-5247430;In verkoop genomen;€ 180,000;Kosten koper;€ 2,903;€ 215,500;€ 3,476;  ;;nee;12-4-2019;24-4-2019;29-4-2019;9-7-2019;24-4-2019;24-4-2019;17-6-2019;;;13;62;203;;;4;5;;1984;2;1;Appartement;;galerijflat;;;;C;;21-3-2029;Verkocht;;in overleg;0;€ 180,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hoogoord;123;;1102 CG;AMSTERDAM;A&D Vastgoed ;020-7780187;In verkoop genomen;€ 180,000;Kosten koper;€ 2,903;€ 200,000;€ 3,226;  ;;nee;12-4-2019;3-5-2019;;1-7-2019;3-5-2019;3-5-2019;30-6-2019;;;22;62;203;;;3;10;;1969;2;1;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 180,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wamelstraat;46;;1106 DL;AMSTERDAM;Makelaardij van der Linden Amsterdam ;020-5712712;In verkoop genomen;€ 180,000;Kosten koper;€ 3,000;€ 223,000;€ 3,717;  ;;nee;10-5-2019;23-5-2019;;12-6-2019;5-6-2019;5-6-2019;3-7-2019;;;27;60;188;;;8;6;30;1982;3;2;Appartement;;bovenwoning;;;;C;;6-11-2025;Verkocht;;in overleg;0;€ 180,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Terrazza;59;;1095 MA;AMSTERDAM;Mooijekind Vleut Makelaars O/G Amsterdam ;020-8002383;In verkoop genomen;€ 180,365;Vrij op naam;€ 3,681;€ 180,365;€ 3,681;  ;;nee;27-3-2018;27-3-2018;;31-5-2019;27-3-2018;27-3-2018;1-7-2018;;;1;49;140;;;;;;2019;2;1;Appartement;;portiekflat;;;;;;;Verkocht;2;in overleg;0;€ 180,365;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Terrazza;60;;1095 MA;AMSTERDAM;Mooijekind Vleut Makelaars O/G Amsterdam ;020-8002383;In verkoop genomen;€ 180,365;Vrij op naam;€ 3,681;€ 180,365;€ 3,681;  ;;nee;27-3-2018;27-3-2018;;31-5-2019;27-3-2018;27-3-2018;1-7-2018;;;1;49;140;;;;;;2019;2;1;Appartement;;portiekflat;;;;;;;Verkocht;2;in overleg;0;€ 180,365;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Akerpolderstraat;47;;1066 ET;AMSTERDAM;Barnhoorn Vermeer Makelaars o.g. ;020-6594944;In verkoop genomen;€ 182,500;Kosten koper;€ 5,069;€ 180,000;€ 5,000;  ;;nee;2-11-2018;23-4-2019;;5-6-2019;10-4-2019;10-4-2019;17-6-2019;;;160;36;104;;;;;;1921;2;1;Appartement;;bovenwoning;;;;G;;3-7-2025;Verkocht;;in overleg;2;€ 199,000;€ 189,000;22-11-2018;€ 10,000;€ 182,500;14-2-2019;€ 6,500;  ;;  ;  ;;  ;  ;;  
Opijnenhof;70;;1106 XT;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 182,500;Kosten koper;€ 2,500;€ 221,000;€ 3,027;  ;;nee;21-2-2019;8-4-2019;;3-6-2019;8-4-2019;8-4-2019;3-6-2019;;;47;73;261;;;4;;;1976;2;1;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 182,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Renooiplein;40;;1107 EB;AMSTERDAM;WTM Makelaars Amsterdam ;020 - 4531500;In verkoop genomen;€ 182,500;Kosten koper;€ 3,202;€ 188,888;€ 3,314;  ;;nee;9-4-2019;1-5-2019;;5-6-2019;1-5-2019;1-5-2019;5-6-2019;;;23;57;165;;;5;14;;1984;2;1;Appartement;;portiekflat;;;;C;;3-11-2027;Verkocht;;in overleg;0;€ 182,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Mandarijnenstraat;14;1;1033 LD;AMSTERDAM;Fransen & Kroes Makelaars ;020 2103550;In verkoop genomen;€ 185,000;Kosten koper;€ 4,302;€ 218,561;€ 5,083;  ;;nee;22-3-2019;12-4-2019;16-4-2019;4-6-2019;12-4-2019;12-4-2019;29-5-2019;;;22;43;134;;;3;2;;1952;2;1;Appartement;;bovenwoning;;;;E;;19-4-2027;Verkocht;;in overleg;0;€ 185,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Soesterberghof;104;;1107 GS;AMSTERDAM;TWM Makelaardij ;020 2101418;In verkoop genomen;€ 185,000;Kosten koper;€ 2,937;€ 221,500;€ 3,516;  ;;nee;23-4-2019;15-6-2019;26-6-2019;27-6-2019;22-5-2019;22-5-2019;19-7-2019;;;30;63;211;;;5;6;;1982;2;1;Appartement;;portiekwoning;;;;B;;6-4-2021;Verkocht;;in overleg;0;€ 185,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Haag en Veld;52;;1102 GC;AMSTERDAM;Huizenlinq Makelaars onroerende zaken ;0514-534161;In verkoop genomen;€ 188,000;Kosten koper;€ 2,575;€ 188,000;€ 2,575;  ;;nee;12-4-2019;;;27-6-2019;30-4-2019;30-4-2019;26-6-2019;;;19;73;256;;;4;;;1970;2;1;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 188,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Terrazza;57;;1095 MA;AMSTERDAM;Mooijekind Vleut Makelaars O/G Amsterdam ;020-8002383;In verkoop genomen;€ 188,276;Vrij op naam;€ 3,842;€ 188,276;€ 3,842;  ;;nee;27-3-2018;27-3-2018;;31-5-2019;27-3-2018;27-3-2018;1-7-2018;;;1;49;140;;;;7;;2019;2;1;Appartement;;portiekflat;;;;;;;Verkocht;2;in overleg;0;€ 188,276;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Terrazza;61;;1095 MA;AMSTERDAM;Mooijekind Vleut Makelaars O/G Amsterdam ;020-8002383;In verkoop genomen;€ 188,276;Vrij op naam;€ 3,842;€ 188,276;€ 3,842;  ;;nee;27-3-2018;27-3-2018;;31-5-2019;27-3-2018;27-3-2018;1-7-2018;;;1;49;140;;;;9;;2019;2;1;Appartement;;portiekflat;;;;;;;Verkocht;2;in overleg;0;€ 188,276;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Terrazza;91;;1095 MA;AMSTERDAM;Mooijekind Vleut Makelaars O/G Amsterdam ;020-8002383;In verkoop genomen;€ 188,276;Vrij op naam;€ 3,842;€ 188,276;€ 3,842;  ;;nee;28-3-2018;28-3-2018;;31-5-2019;29-3-2018;29-3-2018;1-7-2018;;;2;49;140;;;;7;;2019;2;1;Appartement;;portiekflat;;;;;;;Verkocht;2;in overleg;0;€ 188,276;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hofgeest;97;;1102 EE;AMSTERDAM;MakelaarinAmsterdam ;020-8455878;In verkoop genomen;€ 189,000;Kosten koper;€ 2,908;€ 225,000;€ 3,462;  ;;nee;27-5-2019;21-6-2019;;8-8-2019;19-6-2019;19-6-2019;7-7-2019;;;24;65;170;;1;4;10;;;2;1;Appartement;;galerijflat;;;;E;;27-5-2029;Verkocht;;in overleg;0;€ 189,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Reigersbos;191;;1107 EX;AMSTERDAM;Hollands Best Makelaars & Taxateurs ;020-6005205;In verkoop genomen;€ 189,500;Kosten koper;€ 3,212;€ 210,000;€ 3,559;  ;;nee;22-5-2019;4-7-2019;;16-8-2019;4-7-2019;4-7-2019;15-8-2019;;;44;59;165;;;5;14;;1984;2;1;Appartement;;bovenwoning;;;;B;;25-1-2025;Verkocht;;in overleg;0;€ 189,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bos en Lommerplantsoen;39;F;1055 AA;AMSTERDAM;Kocken Makelaardij o.g. b.v. ;0299-428888;In verkoop genomen;€ 189,500;Kosten koper;€ 6,534;€ 187,000;€ 6,448;  ;;nee;21-7-2019;12-8-2019;;20-8-2019;12-8-2019;12-8-2019;21-8-2019;;;23;29;80;;;;;;2012;1;0;Appartement;;portiekflat;;;;B;;1-1-2020;Verkocht;;in overleg;0;€ 189,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
